tool_name,vulnerability_type,cwe_id,cvss_score,raw_severity,lines_in_function,cyclomatic_complexity,is_core_module,requires_auth,exposed_to_internet,description_length,priority,remediation_plan
Bandit,Path Traversal,736,7.9,Critical,212,37,0,1,0,564,Medium,Implement input validation. Chroot sensitive directories.
ZAP,SSRF,497,0.3,High,293,16,1,0,1,104,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,291,5.8,Critical,234,45,0,1,1,235,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,940,10.0,Critical,465,22,0,1,1,527,High,Fix within 1 week. Implement temporary mitigations.
ZAP,CSRF,102,8.6,High,239,20,0,0,0,223,High,Fix within 1 week. Implement temporary mitigations.
Bandit,RCE,986,5.2,Medium,223,43,0,0,1,727,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,267,0.6,Critical,119,27,0,0,0,76,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,867,8.3,Medium,313,41,0,0,0,405,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,968,6.0,High,264,16,1,0,1,621,Medium,Implement input validation. Chroot sensitive directories.
ZAP,XSS,622,1.1,Low,207,34,0,1,0,21,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,974,0.9,Low,95,32,1,0,1,246,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,842,9.1,Critical,373,26,1,0,1,843,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,XSS,962,6.7,High,222,25,0,0,0,779,Medium,Address within 1 month. Include in next security sprint.
SonarQube,RCE,942,8.3,Medium,366,2,1,0,1,408,High,Fix within 1 week. Implement temporary mitigations.
Bandit,CSRF,777,8.8,Critical,276,12,0,0,1,416,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SSRF,3,5.7,High,380,40,1,1,1,934,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,85,5.2,High,231,9,0,0,1,858,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,794,4.3,Medium,309,12,1,0,0,489,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,328,3.2,Critical,119,26,1,0,1,656,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,816,4.3,High,268,9,0,1,1,231,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SSRF,450,7.7,High,433,10,1,1,1,165,High,Implement network-level restrictions. Validate all URL inputs.
ZAP,Hardcoded Secret,454,6.0,High,273,32,0,0,0,663,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,924,8.9,Medium,64,34,0,0,1,437,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Hardcoded Secret,629,4.4,Critical,298,48,0,1,0,167,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,221,6.1,Critical,350,20,0,1,1,986,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,154,6.3,Critical,413,39,0,1,1,425,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Hardcoded Secret,665,5.9,Critical,403,2,1,0,1,335,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,12,7.0,Low,494,1,1,0,0,380,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,133,2.4,Low,11,36,1,1,0,353,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,994,5.1,Critical,98,24,0,0,0,271,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,304,1.0,Medium,434,27,1,1,0,292,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,293,3.8,Low,71,2,1,1,0,859,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,CSRF,975,4.9,High,364,31,1,1,0,865,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,300,6.5,Low,58,14,1,0,1,238,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,740,9.5,High,290,2,1,1,0,897,High,Rotate all exposed credentials. Implement secrets management.
Bandit,Path Traversal,783,6.0,Critical,251,29,0,1,1,289,Medium,Implement input validation. Chroot sensitive directories.
ZAP,Hardcoded Secret,43,7.4,Low,276,15,0,0,0,879,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,944,5.1,Medium,50,12,1,1,0,299,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,343,6.3,Low,358,37,0,0,0,689,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,326,0.7,Low,216,28,0,1,1,56,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,814,2.5,Low,394,20,1,0,0,984,Medium,Implement input validation. Chroot sensitive directories.
ZAP,SSRF,498,3.6,Critical,416,39,1,1,0,724,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SSRF,364,4.7,Medium,52,24,0,1,1,223,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,891,0.5,Low,271,21,1,1,1,767,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,427,1.4,Medium,485,10,0,1,1,33,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,XSS,21,2.8,Critical,84,46,0,1,1,330,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,CSRF,407,9.7,High,387,14,1,0,0,283,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Path Traversal,619,3.3,Low,293,37,0,0,1,565,Medium,Implement input validation. Chroot sensitive directories.
ZAP,CSRF,336,4.8,Medium,126,18,0,1,0,853,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,815,2.0,Medium,296,24,0,1,0,322,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,117,6.1,Critical,72,14,1,1,1,372,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,124,2.8,Low,296,34,1,0,0,677,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,Hardcoded Secret,399,2.1,High,236,12,1,0,1,389,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,793,5.2,Medium,56,22,1,1,0,720,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,804,0.1,Low,407,6,0,0,1,928,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,715,0.1,High,360,36,1,1,1,990,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,51,2.2,Medium,395,45,1,1,1,683,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,783,0.4,Medium,110,36,1,1,1,916,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,324,1.1,High,192,22,1,0,1,479,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,789,3.4,High,392,14,0,1,1,755,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,141,8.0,Critical,93,16,0,1,0,684,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,470,5.7,Low,350,36,0,1,0,125,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,787,5.1,Low,56,25,1,0,0,614,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,802,2.9,Critical,60,32,1,0,1,51,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,334,9.3,Medium,138,33,0,0,0,805,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SQL Injection,893,4.0,High,39,45,1,1,1,388,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,964,0.9,High,28,36,1,0,0,731,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,373,6.2,High,49,20,0,1,0,215,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,564,1.1,Medium,420,18,0,0,1,475,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,494,3.5,High,125,38,1,1,0,741,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,XSS,539,5.1,High,13,3,1,0,0,289,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,669,8.7,Critical,480,23,1,1,0,657,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Path Traversal,751,4.9,Medium,36,32,0,0,1,627,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,Hardcoded Secret,156,7.0,Low,101,45,0,0,0,127,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,291,9.9,Critical,282,16,0,0,1,246,High,Rotate all exposed credentials. Implement secrets management.
Bandit,XSS,648,1.3,Critical,86,5,0,1,0,318,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,144,2.7,Low,4,4,1,0,0,465,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,106,3.9,Critical,223,21,0,0,0,909,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,CSRF,420,4.2,Medium,338,40,0,0,0,484,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Hardcoded Secret,670,4.1,High,448,14,1,0,1,109,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,658,9.1,Medium,166,39,1,1,0,270,High,Implement network-level restrictions. Validate all URL inputs.
ZAP,SSRF,2,7.1,Low,383,31,1,0,1,314,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,945,6.1,Low,344,14,0,1,1,363,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,589,3.1,Critical,383,6,1,1,0,295,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,644,8.2,Medium,376,12,1,1,0,337,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,90,9.6,Medium,471,16,0,1,1,112,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,345,8.2,Low,278,17,0,0,1,72,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,350,0.0,Medium,130,45,1,1,0,696,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,Hardcoded Secret,459,6.4,Low,31,23,0,1,0,291,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,263,0.5,Medium,375,14,1,1,0,450,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,351,2.6,Medium,11,7,1,1,0,302,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SQL Injection,108,0.6,Medium,476,46,0,0,0,747,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,586,6.0,Low,302,32,1,0,1,16,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,39,6.9,Critical,96,15,0,1,0,648,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,909,1.1,Medium,190,44,0,1,0,945,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,159,3.8,Low,453,17,0,1,1,101,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,Path Traversal,583,4.6,Low,192,41,1,0,0,944,Medium,Implement input validation. Chroot sensitive directories.
ZAP,CSRF,959,3.7,Medium,486,47,0,0,0,199,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,SSRF,312,1.2,Medium,266,44,0,0,1,880,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,241,4.2,Critical,424,34,1,0,0,485,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,938,7.5,Low,128,5,1,0,1,520,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,RCE,445,0.7,Low,238,45,1,1,0,471,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,298,0.8,High,408,27,1,0,0,62,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,952,3.5,Low,355,23,0,0,0,763,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,RCE,36,9.4,Critical,428,40,0,1,1,495,High,Fix within 1 week. Implement temporary mitigations.
Bandit,SSRF,84,6.7,High,112,14,0,0,1,653,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,452,6.8,High,316,15,1,0,1,499,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,886,3.6,High,446,43,1,0,1,987,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,775,5.9,Medium,343,33,0,1,0,373,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,822,0.1,Medium,145,31,1,0,1,121,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,385,6.4,Low,65,35,1,1,1,418,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Path Traversal,172,9.1,High,247,17,0,1,1,16,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,376,6.1,Critical,223,28,0,0,0,751,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,685,8.7,Medium,479,19,1,0,0,677,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SQL Injection,362,7.2,Critical,490,46,1,0,1,206,Medium,Address within 1 month. Include in next security sprint.
Bandit,RCE,559,1.2,Critical,313,23,1,0,1,844,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,891,9.0,Medium,439,32,0,1,0,885,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Path Traversal,141,0.7,Medium,106,40,0,0,1,744,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,XSS,887,5.3,Medium,181,13,0,1,1,376,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,918,1.4,Medium,184,20,0,1,1,259,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,118,0.1,High,226,35,0,1,1,925,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,277,4.2,High,265,5,1,1,0,604,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,XSS,726,3.0,High,278,9,1,1,0,249,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,220,4.9,High,397,29,1,0,0,389,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,905,5.8,Low,89,6,0,1,1,916,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,26,0.4,High,176,25,0,1,1,881,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Path Traversal,521,1.2,Medium,18,31,0,0,0,844,Medium,Implement input validation. Chroot sensitive directories.
ZAP,SSRF,783,5.6,Critical,371,22,1,0,0,480,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,10,3.4,High,460,2,0,1,0,784,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,984,7.3,Low,424,45,0,1,1,928,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,378,6.5,Medium,401,5,1,0,0,710,Medium,Implement input validation. Chroot sensitive directories.
Bandit,SQL Injection,633,8.5,Critical,399,27,0,1,1,464,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,637,6.9,Critical,106,25,1,0,1,375,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,682,4.3,High,271,8,0,0,0,299,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Hardcoded Secret,584,6.7,Critical,463,1,0,1,0,883,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,152,2.8,High,319,20,1,0,1,412,Medium,Implement input validation. Chroot sensitive directories.
ZAP,RCE,720,3.1,High,167,44,1,1,0,67,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,XSS,49,7.9,Medium,13,23,1,1,0,530,Medium,Address within 1 month. Include in next security sprint.
Bandit,Path Traversal,154,4.5,Medium,337,32,1,1,1,313,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SSRF,859,8.0,Low,32,11,1,0,1,124,High,Implement network-level restrictions. Validate all URL inputs.
ZAP,CSRF,293,8.2,Medium,393,39,1,1,1,219,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,Path Traversal,580,8.6,Medium,40,47,0,0,1,50,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,50,9.2,High,148,24,0,1,1,825,High,Rotate all exposed credentials. Implement secrets management.
SonarQube,XSS,664,4.3,Medium,218,11,1,1,0,182,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,531,3.2,High,219,29,0,0,1,243,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,612,5.8,High,469,26,1,1,1,802,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,60,3.7,Medium,82,16,0,1,1,893,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,167,6.0,Low,333,35,1,0,0,599,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,202,7.1,Low,208,20,0,0,1,629,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,857,6.9,Critical,201,46,0,0,1,802,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,Hardcoded Secret,146,3.7,Critical,447,3,0,1,1,412,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,CSRF,915,1.7,Medium,332,1,0,0,0,48,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,CSRF,676,4.3,Low,428,47,0,0,1,128,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,RCE,970,1.4,High,38,1,1,1,1,344,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,XSS,993,8.9,Critical,211,17,1,0,1,345,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,439,3.5,High,444,2,1,1,0,548,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,242,1.5,Critical,327,29,0,1,0,625,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,581,0.3,Medium,249,20,1,0,0,83,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,687,6.5,Low,227,6,0,1,0,200,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,561,6.4,Critical,48,8,0,0,1,333,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,Path Traversal,483,3.4,Low,18,29,0,0,1,156,Medium,Implement input validation. Chroot sensitive directories.
Bandit,CSRF,108,0.7,High,400,48,1,0,0,776,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,Path Traversal,226,4.1,Medium,439,33,0,0,0,293,Medium,Implement input validation. Chroot sensitive directories.
ZAP,Path Traversal,673,3.1,Low,295,3,1,1,1,222,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SQL Injection,631,6.8,Medium,196,35,1,1,1,644,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,661,6.1,Low,187,5,0,0,0,727,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,RCE,977,3.6,High,345,27,0,0,0,938,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SSRF,662,2.2,High,224,44,1,1,0,761,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SQL Injection,432,9.9,Medium,318,12,1,0,0,403,High,Fix within 1 week. Implement temporary mitigations.
Bandit,RCE,805,4.5,High,488,20,1,1,1,348,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,XSS,655,6.9,Critical,397,45,1,0,0,807,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,419,1.4,Low,365,20,1,1,0,31,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,988,4.9,High,337,9,1,1,1,780,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,455,0.3,Critical,497,39,0,1,1,878,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,CSRF,160,5.1,Medium,229,4,1,0,1,114,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
SonarQube,SSRF,523,9.6,Critical,390,19,1,0,1,475,High,Implement network-level restrictions. Validate all URL inputs.
SonarQube,XSS,650,3.8,Medium,467,38,1,0,1,468,Medium,Address within 1 month. Include in next security sprint.
SonarQube,Path Traversal,969,0.4,Medium,77,27,1,0,0,441,Medium,Implement input validation. Chroot sensitive directories.
ZAP,Hardcoded Secret,590,0.3,Low,188,45,0,0,0,779,Medium,Address within 1 month. Include in next security sprint.
Bandit,XSS,77,3.9,Low,346,43,0,1,0,725,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,XSS,509,1.6,Critical,270,13,1,1,1,831,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SSRF,441,0.2,Low,95,13,1,1,0,783,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,Hardcoded Secret,254,7.6,Low,310,22,1,1,1,628,High,Rotate all exposed credentials. Implement secrets management.
Bandit,Path Traversal,921,4.6,Low,132,28,0,1,0,772,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,770,2.9,Critical,39,47,0,1,0,945,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,RCE,320,9.0,High,72,45,0,1,1,230,High,Fix within 1 week. Implement temporary mitigations.
ZAP,XSS,803,1.2,Low,281,22,0,0,1,388,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,263,9.6,Low,333,43,0,1,0,231,High,Rotate all exposed credentials. Implement secrets management.
ZAP,Hardcoded Secret,597,3.1,Critical,160,19,0,0,0,267,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,658,8.9,High,187,8,1,1,0,722,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SSRF,835,6.0,Low,486,8,0,1,0,376,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,554,8.3,Medium,191,42,0,0,0,779,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,RCE,374,9.8,Critical,422,26,1,1,1,358,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SSRF,637,2.9,Low,120,48,0,0,1,234,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,167,9.6,Low,220,26,1,1,1,723,High,Fix within 1 week. Implement temporary mitigations.
ZAP,RCE,937,3.9,Medium,53,23,0,0,1,747,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,753,3.9,Medium,222,43,1,1,0,245,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,459,3.4,Critical,451,13,1,0,0,192,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,999,5.4,Critical,412,28,1,0,1,721,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,SQL Injection,280,1.5,Medium,131,9,1,1,0,878,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,CSRF,700,5.5,Critical,237,20,1,1,1,767,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Path Traversal,302,5.4,Medium,246,19,0,0,0,453,Medium,Implement input validation. Chroot sensitive directories.
Bandit,SQL Injection,531,7.6,Low,226,48,0,1,0,874,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,580,8.3,Medium,208,39,1,0,0,632,Medium,Address within 1 month. Include in next security sprint.
Bandit,SSRF,218,4.4,Medium,406,12,1,1,1,15,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,SQL Injection,102,3.0,High,96,15,1,0,1,245,Medium,Address within 1 month. Include in next security sprint.
ZAP,Path Traversal,554,2.6,Medium,422,31,0,1,1,136,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,288,1.9,Medium,200,14,1,0,1,113,Medium,Implement input validation. Chroot sensitive directories.
Bandit,CSRF,167,0.6,High,247,11,1,1,0,758,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,RCE,621,3.4,Critical,72,26,1,0,0,924,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,36,2.7,High,318,42,1,0,0,489,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SSRF,744,9.7,Low,185,27,0,1,0,164,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,SQL Injection,741,5.6,High,6,11,1,1,1,266,Medium,Address within 1 month. Include in next security sprint.
Bandit,Hardcoded Secret,353,3.5,Low,206,38,1,0,0,244,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,676,5.8,Critical,32,34,0,0,0,509,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,899,1.4,High,99,43,1,0,0,298,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SSRF,73,4.4,High,394,19,1,0,1,519,Medium,Address within 1 month. Include in next security sprint.
SonarQube,XSS,648,6.3,Critical,387,6,0,1,1,561,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,353,4.9,Low,256,46,0,0,1,809,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
Bandit,XSS,891,4.0,High,187,38,0,0,0,718,Medium,Address within 1 month. Include in next security sprint.
ZAP,SSRF,70,9.9,Low,76,49,1,0,1,794,High,Implement network-level restrictions. Validate all URL inputs.
Bandit,RCE,425,8.8,High,177,42,1,1,0,903,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,SQL Injection,999,6.2,Medium,315,28,0,0,0,785,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,708,5.7,High,287,1,0,1,0,578,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,781,6.2,Critical,349,35,0,1,1,307,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SSRF,561,2.0,Critical,255,40,1,1,1,619,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,828,4.0,Low,325,8,1,1,0,146,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,SQL Injection,642,0.4,High,190,47,0,1,0,385,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,956,4.8,Low,308,7,1,1,1,96,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,517,5.4,Low,345,11,0,1,1,428,Medium,Address within 1 month. Include in next security sprint.
ZAP,SQL Injection,428,2.3,Medium,127,39,1,0,1,763,Medium,Address within 1 month. Include in next security sprint.
Bandit,CSRF,539,9.6,Medium,425,4,1,0,0,208,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,160,9.1,Critical,287,25,1,1,0,472,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Hardcoded Secret,149,7.2,Low,254,12,1,0,0,446,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,776,5.3,Critical,213,26,0,0,1,319,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,230,8.7,High,250,38,1,1,1,605,High,Fix within 1 week. Implement temporary mitigations.
ZAP,RCE,712,1.3,Low,84,46,1,0,1,763,Medium,Address within 1 month. Include in next security sprint.
ZAP,RCE,562,7.9,Low,487,12,0,1,0,290,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,67,1.2,High,383,43,1,0,0,332,Medium,Address within 1 month. Include in next security sprint.
ZAP,CSRF,812,7.9,High,406,37,0,1,1,773,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SSRF,381,2.8,Critical,388,46,0,1,0,711,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,58,8.8,Critical,13,24,1,0,1,960,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Path Traversal,259,9.4,High,45,16,1,0,0,951,High,Fix within 1 week. Implement temporary mitigations.
ZAP,SSRF,342,1.5,Critical,127,13,0,1,1,161,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,838,4.6,High,426,25,0,1,0,311,Low,Schedule for quarterly review. Document risk acceptance if needed.
